account_id,pagerank,in_degree,out_degree,kyc_completeness,account_age_days,prior_fraud_flag,is_cashout
ACC-4779286848,0.0009306378573846473,3,5,0.87,3243,0,0
ACC-220F23770A,0.0011543000560686307,4,5,0.95,2621,0,0
ACC-CC005EB078,0.00019154940324857343,0,4,0.99,395,0,0
ACC-3D9503D477,0.0019753049159888683,5,3,0.77,1073,0,0
ACC-C17DF81397,0.0015242893311269272,7,5,0.7,2390,0,0
ACC-40CE764DEC,0.0019652840967460156,7,4,0.84,2740,0,0
ACC-4C3E73EFA6,0.0006625012053419894,1,4,0.91,3641,0,0
ACC-765C988E8A,0.0005118295938783475,4,2,0.77,2522,0,0
ACC-EB06C9ED42,0.00110964718359222,5,8,0.82,2486,0,0
ACC-4161640330,0.0017312147659394796,2,2,0.93,3289,0,0
ACC-9DDDF0EB39,0.0004488593569467867,3,1,0.83,340,0,0
ACC-A0AF725079,0.0007594232398166246,6,4,0.95,464,0,0
ACC-65FA99C299,0.0006796751573589748,4,8,0.8,618,0,0
ACC-CFBD921E4D,0.0010854364572552557,3,1,0.85,2941,0,0
ACC-303DA6A399,0.00039121091554794693,1,1,0.85,1862,0,0
ACC-6AA0A9180D,0.0015726349609014208,6,1,0.92,2760,0,0
ACC-92BA6DED1D,0.0009884228108763768,5,3,0.72,897,0,0
ACC-4B95B5E62E,0.00037356574421970476,2,0,1.0,251,0,0
ACC-DC86F134B4,0.00028149896471512997,1,3,0.93,3154,0,0
ACC-CB3F05F503,0.00019154940324857343,0,6,0.96,1571,0,0
ACC-38A80976AA,0.0004059413695632109,3,4,0.74,2715,0,0
ACC-88A8D95EC3,0.0013344222131936986,2,1,0.86,2205,0,0
ACC-55AB15FD2D,0.0003389667590368118,3,8,0.99,3102,0,0
ACC-73AD3C2674,0.00026945074781428713,2,2,0.95,2183,0,0
ACC-F94199C495,0.0013380604925226863,6,3,0.71,777,0,0
ACC-EB1B768C42,0.0011805178344405861,4,4,0.77,3624,0,0
ACC-750B08D60C,0.0009810642208142228,4,6,0.77,2453,0,0
ACC-4A7B999733,0.0007859493488337238,2,2,0.74,894,0,0
ACC-F4366809DC,0.0007365597779620361,2,1,0.87,2364,0,0
ACC-79256D8375,0.0012428352506310908,3,1,1.0,1241,0,0
ACC-62606F5DC1,0.0006003518599118051,1,1,0.98,254,0,0
ACC-B3DBC46391,0.003534162299648614,5,1,0.87,2785,0,0
ACC-7F7EE3CA38,0.0004054617395764643,3,5,0.94,2754,0,0
ACC-8C6EEE6E66,0.0011198138592830131,4,2,0.76,1233,0,0
ACC-5B3E8503F1,0.00020108762335872095,1,1,0.94,1236,0,0
ACC-82303C3115,0.0012210699192961856,5,2,0.86,1711,0,0
ACC-ADEE22EAB1,0.0013513752520986054,5,1,0.98,2653,0,0
ACC-3F1332028A,0.0007095684230924319,1,4,0.72,3402,0,0
ACC-BD36F7BA6A,0.0006659632252956914,3,2,0.76,3583,0,0
ACC-910BA4F446,0.00022924491721423528,1,1,0.76,893,0,0
ACC-B57DC57093,0.0011759488327057958,3,4,0.98,67,0,0
ACC-02C5001F94,0.00029497955263099485,2,3,0.91,1966,0,0
ACC-F3D06559F3,0.0013239424951084866,6,3,0.93,2266,0,0
ACC-C8A8330605,0.0005963308513402375,3,3,0.81,1268,0,0
ACC-805C00B3BA,0.0017720903312201343,3,5,0.93,2964,0,0
ACC-735C11E982,0.0006119444782898781,3,4,0.87,1700,0,0
ACC-31FE231B1B,0.00035035668865938306,2,3,0.87,2271,0,0
ACC-5F15AE2D5F,0.001821222491772056,2,6,0.87,947,0,0
ACC-6E3E268136,0.0009027833762531702,3,5,0.78,2810,0,0
ACC-CB0B0E032C,0.0010172984500660196,1,5,0.84,3034,0,0
ACC-4AF65220ED,0.00028442264404547775,3,6,0.85,2955,0,0
ACC-3CD4B5DA97,0.0006918129152318971,3,3,0.71,245,0,0
ACC-D4C1048A81,0.002232199608028318,4,3,0.82,203,0,0
ACC-3CA6155674,0.0006982047335720549,4,3,0.77,623,0,0
ACC-D8D4E9B435,0.0005578225788447782,2,2,0.97,2736,0,0
ACC-852D8A89CD,0.0006667800926565381,4,4,0.7,2264,0,0
ACC-2F5AFAD426,0.0006671249925882591,1,2,0.85,1179,0,0
ACC-2B7C24EF20,0.0002672822676291569,1,3,0.98,739,0,0
ACC-73A9A3591F,0.0009225566606447148,4,5,0.94,2161,0,0
ACC-7883394F1B,0.002324321964525822,3,4,0.87,1668,0,0
ACC-478A68504D,0.0012935842209772324,4,2,0.9,3477,0,0
ACC-ABD4538C3C,0.00130149906261747,3,1,0.81,1665,0,0
ACC-8948A66CCA,0.00020453162212073566,1,4,0.85,706,0,0
ACC-DFABF003B7,0.0008351988355521421,3,3,0.97,3519,0,0
ACC-F2A8694245,0.0019213905242482703,7,5,0.84,3560,0,0
ACC-7919653E0C,0.0011992247729022958,3,3,0.87,1153,0,0
ACC-B0650C64D9,0.0002693265456059027,1,1,0.88,69,0,0
ACC-9CAE4D5853,0.0014655733888157604,3,7,0.75,320,0,0
ACC-2E4FEC1EA8,0.001172185052780548,4,6,0.8,2778,0,0
ACC-D51E8CAB49,0.0019363059093752163,4,4,0.85,2828,0,0
ACC-AAFB6325CE,0.0010639178550012444,5,6,0.8,3440,0,0
ACC-AF3A1DDB76,0.0015380828419039375,5,1,0.71,3173,0,0
ACC-907F3585BC,0.0008217916493939308,5,1,0.87,939,0,0
ACC-DBA678DC6E,0.0006350451914261201,4,1,0.73,2711,0,0
ACC-C0D660E6FD,0.000381896268101122,3,4,0.78,306,0,0
ACC-445AF8A995,0.0006940585871196978,4,4,0.8,3034,0,0
ACC-FC68401E79,0.0015387373466673698,2,3,0.93,1826,0,0
ACC-6D358C6424,0.0008202189215186286,2,3,0.87,1843,0,0
ACC-2917D096F0,0.0005796251786321207,4,5,0.88,2275,0,0
ACC-39123E81E5,0.0007938759187301729,2,4,0.82,1200,0,0
ACC-B1F9006D61,0.00046134639522213904,2,0,0.86,999,0,0
ACC-F3BE1B6D2F,0.0007721714304932554,2,5,0.85,1238,0,0
ACC-8F67E176FD,0.00026533965587099663,2,6,0.93,1232,0,0
ACC-4AE564720E,0.0008312594530963233,3,3,0.88,2565,0,0
ACC-FE70458486,0.0005865005567492417,2,2,0.8,32,0,0
ACC-578F5CF5AA,0.0003891753451332889,3,1,0.83,1808,0,0
ACC-174B868AF3,0.0006873104150685265,4,4,0.8,562,0,0
ACC-7D79DF515F,0.0004955976591508349,3,3,0.79,1636,0,0
ACC-379E774384,0.0009305489651019009,1,3,0.8,3207,0,0
ACC-B4EF26F30C,0.0005890473068097861,2,3,0.76,471,0,0
ACC-98518C4C77,0.0016747169399844828,3,4,0.98,115,0,0
ACC-D4EEC9C86D,0.0026856382085863814,3,2,0.95,2842,0,0
ACC-49CA71AD82,0.00029399520560765847,2,2,0.77,575,0,0
ACC-C8E71B7947,0.0005958571672512658,2,8,0.83,1549,0,0
ACC-F48B1C477F,0.0004061712958524648,1,5,0.86,2080,0,0
ACC-8CA8143342,0.0008585496639767647,6,4,0.88,3332,0,0
ACC-7B9514B58D,0.0019069696949576367,4,4,0.75,2698,0,0
ACC-31D8A89722,0.0007562735232420825,4,3,0.99,2779,0,0
ACC-5D3857F4E3,0.0015933736910113412,3,3,0.78,48,0,0
ACC-DDAFB58A0C,0.001796315080042163,1,1,0.77,2821,0,0
ACC-A1213A3BAA,0.0013603865608326404,3,2,0.75,2415,0,0
ACC-F4704FE65D,0.0002061848984928649,1,6,0.95,356,0,0
ACC-B8F764D783,0.0030275347834453057,5,4,0.86,1870,0,0
ACC-CB2D6018FF,0.0020480984484098305,5,6,0.8,2858,0,0
ACC-B727761BBE,0.00025109770651261007,2,7,0.89,97,0,0
ACC-BC8E32E08B,0.00019154940324857343,0,5,0.85,3038,0,0
ACC-6F46916E7E,0.000414389450621577,2,5,0.94,1897,0,0
ACC-29CB0EC2FB,0.0027801294175241807,7,1,0.71,1775,0,0
ACC-F480D3981E,0.001509096333252221,4,2,0.7,1764,0,0
ACC-542A9CBD37,0.0031942333164539957,8,3,0.87,3317,0,0
ACC-6A2B38523A,0.0005730846531121547,1,4,0.84,1340,0,0
ACC-867E2E7256,0.0004532508187601697,1,5,0.88,2622,0,0
ACC-640FAAC1A6,0.001384718610921577,4,6,0.89,1446,0,0
ACC-8E42257DFC,0.0006574353731859291,1,3,0.73,2521,0,0
ACC-6F305E7DE2,0.0003870922759846156,1,6,0.81,484,0,0
ACC-42561BAF46,0.0019125523438417056,4,6,0.82,569,0,0
ACC-E459DE3C78,0.0008307163254208888,5,4,0.87,2647,0,0
ACC-8E21016DF3,0.0009395467420046082,4,4,0.89,3453,0,0
ACC-0B9FA22C53,0.001818006410563905,3,4,0.94,564,0,0
ACC-C0FEDCAB89,0.0009257114632906755,4,2,0.82,2809,0,0
ACC-3EDAF055AB,0.002314502544781568,4,2,0.94,2320,0,0
ACC-B61E536FF6,0.0002673846152068222,3,3,0.75,2207,0,0
ACC-701A2F2D0F,0.0002699445419424773,1,1,0.85,2033,0,0
ACC-C2B46B24FC,0.0006850247396898873,3,2,0.86,3377,0,0
ACC-E6B86E6FA6,0.0008598854831098207,5,6,1.0,2242,0,0
ACC-AC74C712B4,0.0017148306292794758,6,4,0.96,1018,0,0
ACC-6C36439464,0.00019154940324857343,0,3,0.83,3350,0,0
ACC-815F9190D9,0.001036458943591698,7,2,0.91,3325,0,0
ACC-FEFD474107,0.0008068040136788762,6,5,0.74,684,0,0
ACC-D5B4E47CC4,0.0017326542677377956,5,1,0.86,2340,0,0
ACC-24F522F2BC,0.0011423141483524256,3,3,0.79,2888,0,0
ACC-3C93F1616E,0.0007375925608990836,4,7,0.74,2787,0,0
ACC-F096D4C6E9,0.002052736959800396,6,2,0.91,1140,0,0
ACC-061AE2D0D5,0.000407092043051135,3,4,0.93,3398,0,0
ACC-71B3F3476E,0.0018829125649526528,6,3,0.89,2595,0,0
ACC-62FE6D513D,0.0003577712003006862,3,4,0.82,3609,0,0
ACC-F93CCD06E3,0.0007178483182211172,2,4,0.99,1516,0,0
ACC-E6B5060B5D,0.0008209196911065514,3,5,0.92,3474,0,0
ACC-3BB48B1CF1,0.00040103402204993,3,4,0.94,3487,0,0
ACC-7893364839,0.00019749448468237848,1,1,0.78,872,0,0
ACC-C56EE285EE,0.0026225101184862566,6,4,0.96,539,0,0
ACC-DD20BC5842,0.0013752567803432152,7,5,0.73,203,0,0
ACC-246DDFB129,0.0007076712945910547,3,1,0.83,3517,0,0
ACC-26A18336EE,0.0002680426312730835,1,1,0.96,2825,0,0
ACC-62AE8DB4D8,0.00052534639682803,1,2,0.9,1127,0,0
ACC-1FBBC00607,0.00025467177612344556,1,6,0.72,2662,0,0
ACC-527DD88844,0.00124523880554578,6,3,0.9,964,0,0
ACC-A830244D0A,0.0016069616116373118,5,2,0.88,324,0,0
ACC-2FEA127818,0.0003521350932681088,2,1,0.95,2854,0,0
ACC-4A829B5104,0.0004400512586193757,2,2,0.81,295,0,0
ACC-08756AA444,0.000509256733341588,3,4,0.74,1510,0,0
ACC-D82840F1AF,0.0010049772788582228,2,4,0.72,2632,0,0
ACC-666B15ED36,0.0005904054597508917,3,4,0.92,1807,0,0
ACC-22C8A8AA60,0.0010108704169389017,3,4,0.96,2528,0,0
ACC-B8FC9FB216,0.0013659167117698419,4,3,0.92,509,0,0
ACC-56BE8634FF,0.0002487191603293913,1,2,0.78,577,0,0
ACC-0B1CAB7B46,0.0007704955356155773,2,3,0.79,2958,0,0
ACC-0E2386D597,0.0030306954407356315,7,2,0.76,3592,0,0
ACC-AEA5766321,0.0005656217892327933,3,5,0.94,1215,0,0
ACC-F5003B4F47,0.0010778242634874164,5,1,0.85,466,0,0
ACC-0949F0D18E,0.0006949464589242161,2,3,0.98,54,0,0
ACC-67DD07E5DE,0.0004040405592327478,3,5,0.86,1728,0,0
ACC-4CA38AEDEE,0.00020382047931440426,1,1,0.71,3160,0,0
ACC-16B5023BFB,0.0002624048878433945,1,4,0.85,252,0,0
ACC-5E6280B7EB,0.001598292164134862,3,0,0.72,1739,0,0
ACC-8572892C25,0.00019154940324857343,0,3,0.72,347,0,0
ACC-639FF4E37D,0.0003014881501593932,2,4,0.82,2202,0,0
ACC-DE0D74A0CF,0.0012040540715227703,4,0,0.79,2639,0,0
ACC-5667CE7568,0.0003581980764616184,2,3,0.73,242,0,0
ACC-C77EB75317,0.0008256430595814813,3,6,0.9,230,0,0
ACC-7F0DBD2FAA,0.000979988140100012,3,5,0.91,2904,0,0
ACC-E905AF5F05,0.00127324880973482,6,3,0.75,2123,0,0
ACC-EAE932E25B,0.0010557433972224746,5,1,0.93,3007,0,0
ACC-FDB5A12E90,0.0018500061715436065,3,2,0.78,2150,0,0
ACC-54B9E3F978,0.0025430610051844754,8,2,0.72,2097,0,0
ACC-FE85C6E186,0.001750241232227301,3,8,0.97,1049,0,0
ACC-3E4E52E0F7,0.003936680731168788,7,2,0.71,2089,0,0
ACC-528E2FBFFC,0.0004223662031781354,3,1,0.98,1495,0,0
ACC-4086ADBCC7,0.00021551720292220994,1,3,0.77,2269,0,0
ACC-441A624A48,0.00019154940324857343,0,1,0.87,1116,0,0
ACC-90A8AB35BD,0.00020187005823835426,1,2,0.94,739,0,0
ACC-54D1D15CE3,0.0007049539933967739,2,1,0.93,1910,0,0
ACC-2F6B718C23,0.00046649200118346987,3,5,0.76,37,0,0
ACC-1BDE0C98DE,0.0024373880712634105,5,2,0.81,998,0,0
ACC-420560F7DA,0.00045144524664316214,2,0,0.93,3005,0,0
ACC-FB8B45AA08,0.002653115491911369,3,4,0.86,102,0,0
ACC-A2C339E9C0,0.0005071541092132412,3,2,0.93,1377,0,0
ACC-12474E0D6B,0.00036461737907074156,2,1,0.86,430,0,0
ACC-EB83C67414,0.0004945078302107918,3,3,0.73,588,0,0
ACC-EB16F1E385,0.0008760042435884115,4,3,0.84,1696,0,0
ACC-D082666A95,0.001211011802450493,4,3,0.72,551,0,0
ACC-4D54803324,0.0004648623957401349,1,4,0.79,540,0,0
ACC-B0438D56AA,0.0005571807525529372,2,1,0.8,2875,0,0
ACC-F92965B93C,0.0007226976589942493,3,6,0.73,562,0,0
ACC-69261F9DE4,0.0008797533470725521,3,2,0.86,1670,0,0
ACC-7CDA84AC00,0.0015207821413225455,4,1,0.73,1090,0,0
ACC-C22170FA88,0.0016085053349621336,5,4,0.71,2859,0,0
ACC-31878FEFFC,0.00019154940324857343,0,7,0.99,2917,0,0
ACC-831C4BCD37,0.0011615546738788075,5,2,0.71,1070,0,0
ACC-44A90443FC,0.00028868903352337826,1,1,0.73,2258,0,0
ACC-76445D988C,0.000294064645773675,1,4,0.95,53,0,0
ACC-180C85B69F,0.0013456861468526017,3,2,0.87,1529,0,0
ACC-997180843F,0.0011671697688839236,4,4,0.97,269,0,0
ACC-31C7C84AB6,0.0010089095239835162,3,5,0.74,3475,0,0
ACC-2494521276,0.0008683588790119924,3,1,0.85,1779,0,0
ACC-BF9CB7E353,0.0016075774633264735,3,5,0.78,884,0,0
ACC-4536A10727,0.002462839864494608,7,3,0.77,2541,0,0
ACC-78A16E7E25,0.00019154940324857343,0,4,0.73,1967,0,0
ACC-72C44271E7,0.0008640112151714924,4,1,0.77,3628,0,0
ACC-DFFB3F40EF,0.002057552905712876,4,2,0.84,1571,0,0
ACC-6E4E1E9D4F,0.0015824362132218865,6,3,0.82,2062,0,0
ACC-AD57584C63,0.0012775816131025543,5,2,0.72,125,0,0
ACC-D8121DF259,0.0008320233114255245,1,3,0.73,958,0,0
ACC-FE101774C0,0.0019966418392648884,3,4,0.93,3245,0,0
ACC-21AD94C61E,0.001072677469220406,3,1,0.98,1595,0,0
ACC-A930381713,0.000813575818329495,3,3,0.97,1307,0,0
ACC-070D19C553,0.0013339166746810383,3,5,0.74,2330,0,0
ACC-0E693A23A9,0.00039684802671134764,2,5,0.79,2021,0,0
ACC-C8239DDCE2,0.0015704960721557419,5,3,0.71,2469,0,0
ACC-6CE41F6087,0.0006941838869673262,1,2,0.8,830,0,0
ACC-14B161A190,0.0015276985268077897,4,1,0.71,1330,0,0
ACC-FE482F5C86,0.0007177233964734552,4,3,0.96,459,0,0
ACC-47A6DECA4B,0.0004556642261400695,2,4,0.73,1625,0,0
ACC-DE5B619833,0.0012509198167641165,3,5,0.94,3004,0,0
ACC-A7F8107923,0.00042781849380338843,2,2,0.94,2306,0,0
ACC-0CF66CA1E7,0.0008525020905033521,2,0,0.92,1554,0,0
ACC-02F5E7CB8F,0.0007324629588911838,2,4,0.82,2880,0,0
ACC-E1564FA410,0.0006100803532338782,2,4,0.98,2472,0,0
ACC-C5D2B7C89F,0.0009600099904191658,3,3,0.8,2037,0,0
ACC-F18365684C,0.0006506991592571548,3,4,0.95,692,0,0
ACC-95313103B8,0.0003988118212147144,1,2,0.78,1834,0,0
ACC-D6689B88F1,0.0011351339496164152,1,3,0.92,3228,0,0
ACC-A7035C201C,0.0022226327244771146,4,1,0.85,686,0,0
ACC-BF751C37BF,0.0011607061041819002,4,2,0.94,3399,0,0
ACC-4C3B5F7DD0,0.005073091058579611,8,3,0.72,671,0,0
ACC-86858D0E29,0.0033945182981680814,5,5,0.72,1074,0,0
ACC-4FD85A4C52,0.0009486125797677317,8,1,0.98,312,0,0
ACC-0013C45F4C,0.0008721154127858447,4,3,0.83,1982,0,0
ACC-9689E95CF5,0.002987065418427198,7,4,0.73,648,0,0
ACC-C470247F3E,0.0032063997426025575,3,3,0.78,2274,0,0
ACC-0BA8E5E1C6,0.0009904420057086174,5,7,0.86,1614,0,0
ACC-D843FAA512,0.0002281768582855584,1,7,0.79,1756,0,0
ACC-F2C2B527B9,0.0013913229006871774,5,6,0.76,402,0,0
ACC-16277DA3F8,0.002795268872212051,8,5,0.79,3461,0,0
ACC-99EC609564,0.0003932732120450065,2,4,0.89,1090,0,0
ACC-A86A8F2CEF,0.00020309865597154604,1,4,0.83,1518,0,0
ACC-B982011985,0.0008686991499313594,5,5,0.87,3433,0,0
ACC-8F9C68EB8C,0.00026317522759612276,1,4,0.94,356,0,0
ACC-A7BEAC881D,0.002021583724582115,4,0,0.95,2272,0,0
ACC-A934D822B8,0.0014957426226918189,5,1,0.87,2819,0,0
ACC-43C7F95B7C,0.00030825556508430206,2,2,0.85,3502,0,0
ACC-ABF55A14B6,0.0013314163610304165,4,5,0.74,2545,0,0
ACC-11B514782C,0.0006964774925302939,3,4,0.94,689,0,0
ACC-E6C3585964,0.002232537546640315,8,3,0.76,2803,0,0
ACC-012C518606,0.0004613462163203611,5,3,0.97,1061,0,0
ACC-5EBDC3EF6B,0.00041528771285644203,1,7,0.87,2283,0,0
ACC-E8ED755DF3,0.0007110519689088993,3,1,0.94,3582,0,0
ACC-C154C76851,0.0007577469095758859,2,3,0.74,465,0,0
ACC-C1685C01FB,0.00035433301620031965,1,2,0.87,415,0,0
ACC-FD43157213,0.001296625339340749,2,1,0.96,3610,0,0
ACC-800B8EADF0,0.001015298079618762,3,1,0.71,2499,0,0
ACC-AA9C661D0F,0.0005462615562833789,1,2,0.71,2793,0,0
ACC-A25BD37547,0.0005555321130302729,1,5,0.98,206,0,0
ACC-FC78CBF289,0.002554053953996522,7,4,0.79,3255,0,0
ACC-89C7971B17,0.00025390412448646465,1,3,0.74,407,0,0
ACC-CB714FE2D9,0.0006236201072502612,1,5,0.88,1108,0,0
ACC-5DF531FCA6,0.000623506249635691,2,3,0.92,3379,0,0
ACC-DB74204A77,0.00032962977313335964,3,3,0.94,235,0,0
ACC-3084D7D388,0.0006014667794735522,3,2,0.96,560,0,0
ACC-4283D26207,0.0007454077056767638,4,0,0.77,827,0,0
ACC-0FF32FDF91,0.00019154940324857343,0,3,0.81,820,0,0
ACC-7B282E32C1,0.0006737035680058422,2,5,0.77,512,0,0
ACC-AAC5FB04B0,0.00019154940324857343,0,4,0.88,3570,0,0
ACC-5B08E29A74,0.0013218483035194863,5,4,0.79,1064,0,0
ACC-47795EDE90,0.0025539235219524926,6,4,0.96,3199,0,0
ACC-063B0DF9B6,0.0009991576470312683,6,3,0.85,2673,0,0
ACC-48A80C4541,0.0003376637501395567,1,6,0.97,41,0,0
ACC-B032E7B84B,0.0008225127009091179,7,2,0.88,921,0,0
ACC-29FC810E66,0.00019154940324857343,0,3,0.97,1132,0,0
ACC-9FCC7D1426,0.0006568658769639849,4,4,0.9,1916,0,0
ACC-0BBFA7333B,0.0003342683720087145,1,4,1.0,35,0,0
ACC-C7F14C5086,0.0017376419372038838,7,0,0.78,2437,0,0
ACC-BDB1ACBE88,0.0017244829129757456,7,6,0.96,1137,0,0
ACC-DB242399C2,0.00032111397422224323,2,4,0.76,2673,0,0
ACC-EAD04534D9,0.0006453456607003939,1,1,0.82,3304,0,0
ACC-9775561CCA,0.0018369776068830478,4,7,1.0,2689,0,0
ACC-4EC4D221E6,0.0005596751015943959,4,3,0.87,3022,0,0
ACC-19D7F4B97F,0.001288440439851623,3,2,0.91,2926,0,0
ACC-0BA17EEC9F,0.0007061494800525219,1,2,0.85,2756,0,0
ACC-A080E0B4CA,0.0005996186652009833,2,4,0.79,2291,0,0
ACC-216468EA2A,0.0018427508819660369,2,1,0.93,3315,0,0
ACC-E29496DB40,0.0011718534329865674,3,5,0.77,2685,0,0
ACC-65DDB8C5FD,0.0012969672410448158,5,1,0.81,3233,0,0
ACC-1DEA054489,0.00040245206260590134,3,4,0.96,1932,0,0
ACC-B530B7482A,0.0005450087366713103,2,2,0.85,1939,0,0
ACC-F596F82B97,0.0012107153544752935,5,3,0.96,1697,0,0
ACC-AC37282B6E,0.0010195610651618846,4,5,0.97,1681,0,0
ACC-DCADBBE396,0.0028315595143782912,6,6,0.85,743,0,0
ACC-BD293A9B4B,0.0005651031912620543,3,7,0.84,242,0,0
ACC-FB4F337A9C,0.0007349378185408584,3,0,0.85,3136,0,0
ACC-C00F471205,0.001763702892024452,3,1,0.82,1781,0,0
ACC-6F4436A295,0.002451483528613464,6,3,0.99,821,0,0
ACC-3BC75DF505,0.0006879098492407528,4,6,0.9,785,0,0
ACC-0833635625,0.001194153165606424,2,2,0.79,3597,0,0
ACC-5AFE95B7F4,0.00026972735258667794,1,3,0.95,689,0,0
ACC-7BC373E0D3,0.0008161333271899627,3,4,0.86,2136,0,0
ACC-C46FDCD89C,0.00047341212444596003,3,2,0.81,1408,0,0
ACC-6E8E5F6E2C,0.0016909220424479007,1,3,0.71,3330,0,0
ACC-7794BFD170,0.00019154940324857343,0,3,0.88,3011,0,0
ACC-89971B1940,0.0008010006914321896,4,4,0.81,3249,0,0
ACC-91579CCF81,0.0013760665637774958,4,3,1.0,204,0,0
ACC-AAC03853A0,0.0013023815558674849,3,2,0.83,202,0,0
ACC-63DABB2760,0.0008711267814686697,6,2,0.76,2879,0,0
ACC-AE4D16816A,0.0006690188180355427,2,2,0.9,2715,0,0
ACC-F56DE0C251,0.00019154940324857343,0,1,0.85,1720,0,0
ACC-44E03E54BF,0.0006657816792184896,3,1,0.76,440,0,0
ACC-1E527431C0,0.001042127468093174,2,8,0.91,831,0,0
ACC-18CA389BCC,0.0012236307605821349,3,1,0.8,855,0,0
ACC-885AA00664,0.0008966783708401469,2,4,0.9,457,0,0
ACC-03F034657E,0.0016713548851948607,5,1,0.97,312,0,0
ACC-364CCC95E8,0.0018127718178391052,4,4,0.84,1217,0,0
ACC-5E8F1BE27B,0.0006284413387017402,3,2,0.81,3495,0,0
ACC-447F620CDE,0.0006302250054883605,3,4,0.7,394,0,0
ACC-B3C08E3167,0.001742575641173845,4,7,0.99,1469,0,0
ACC-6428682424,0.0008761444983774024,5,2,0.75,3343,0,0
ACC-C316F81D91,0.000567907497811144,2,5,0.91,3428,0,0
ACC-2847A7188C,0.002128771591156126,6,4,0.73,3269,0,0
ACC-8663F4CB7F,0.00319657879506045,6,1,0.73,3463,0,0
ACC-4AD834E3C4,0.0002517629954993169,2,5,0.75,2783,0,0
ACC-72E364726E,0.000920074632576505,4,2,0.84,3538,0,0
ACC-7C2A155650,0.00037462391289152434,2,4,0.78,193,0,0
ACC-18A95F0463,0.0011142768418707625,3,2,0.92,2154,0,0
ACC-86D9F6EBB9,0.0003949535870483086,2,3,0.86,1390,0,0
ACC-C33D5B366A,0.0004572336259452203,3,3,0.84,2981,0,0
ACC-29D2E7CBB1,0.000898312385257598,3,4,0.97,3441,0,0
ACC-93A4E5AEC0,0.0019188878681427463,5,3,0.95,647,0,0
ACC-E0BA6B7C1D,0.0004164004915936955,3,7,0.8,3082,0,0
ACC-E85088220C,0.0003204831382524545,1,4,0.89,917,0,0
ACC-6EAD40290B,0.0014166565218855442,4,2,0.83,1824,0,0
ACC-08463BBB0C,0.000267303395597977,2,3,0.73,2042,0,0
ACC-B8E2A0CEC8,0.000937584537635477,3,2,0.94,3387,0,0
ACC-8EAC86435A,0.0006963974289391142,2,5,0.9,2308,0,0
ACC-97DE8F3D46,0.00034818795608899727,3,2,0.95,227,0,0
ACC-2FE4F9E6DB,0.0028460647374774876,3,2,0.91,1942,0,0
ACC-4D6FD21437,0.0004720161604346545,1,4,0.81,13,0,0
ACC-2030851CD5,0.0005393898522876072,4,6,0.91,2143,0,0
ACC-D672496BB9,0.0006831081734021667,4,2,0.73,3371,0,0
ACC-76C65895CF,0.0004766293100202249,2,5,0.76,3495,0,0
ACC-847A760E3C,0.0004386330117036333,2,7,0.71,446,0,0
ACC-9FB7DE9911,0.0006001985172016519,1,3,0.84,3167,0,0
ACC-EFB3CA508E,0.0029355993530240537,5,2,0.86,2048,0,0
ACC-E2A3133D65,0.0005702285245710838,2,4,0.98,2401,0,0
ACC-4590CA8AF6,0.0013569074899679131,7,2,0.92,2374,0,0
ACC-20438A0D47,0.00019154940324857343,0,3,0.85,2487,0,0
ACC-6B7FC0B72D,0.001312634584387417,5,5,0.78,2841,0,0
ACC-CF935DAC6A,0.001060928297762993,4,2,0.82,551,0,0
ACC-81C5183F45,0.0009575102497346793,5,1,0.96,3458,0,0
ACC-FFC9D0FFD3,0.00019154940324857343,0,7,0.76,895,0,0
ACC-5487A8885D,0.0009861103397107054,2,1,0.99,2759,0,0
ACC-575D2A535F,0.0008001860188313852,3,4,0.91,2227,0,0
ACC-190183B2DC,0.0002446513896254849,2,3,0.9,2342,0,0
ACC-EB4D2BF02E,0.00086957564174308,4,2,0.94,3475,0,0
ACC-73068A09D2,0.002939443188099256,3,5,0.76,222,0,0
ACC-FC1CE0B093,0.00039016644342017477,2,9,0.74,2804,0,0
ACC-5BF5891FE1,0.0006722862399110007,3,5,0.71,3091,0,0
ACC-3A002A27CF,0.0006441501989746999,3,3,0.96,2771,0,0
ACC-41733A96C4,0.00019154940324857343,0,1,0.91,2097,0,0
ACC-4A6E5CA4CB,0.0012976841789882846,6,1,0.99,3233,0,0
ACC-205C5A9540,0.0009659481726607122,1,3,0.95,2546,0,0
ACC-D2850455D3,0.0013554926025117352,5,3,0.86,1511,0,0
ACC-8ADBC4AE0B,0.0009276702798406643,3,1,0.83,797,0,0
ACC-67A0A8E390,0.0011384688591884297,3,3,0.74,3015,0,0
ACC-AD0BCCC4E1,0.0024296356407349376,4,5,0.88,537,0,0
ACC-651117ECCC,0.001592187668826539,5,5,0.75,639,0,0
ACC-AEEECF22FC,0.0018994927294256221,7,1,0.95,2566,0,0
ACC-4699D54DC3,0.0005096847003793521,1,3,0.94,1471,0,0
ACC-049BEC7606,0.0020675587619915048,4,4,0.94,2137,0,0
ACC-9BF271EE8F,0.0006576714221053699,2,4,0.77,381,0,0
ACC-4868E01901,0.0011961179507104444,6,3,0.99,1207,0,0
ACC-13A8DBBE7A,0.0004001959557174156,1,2,0.73,3378,0,0
ACC-284AA105A8,0.0008122759907559754,3,2,0.77,2518,0,0
